,brand,1.0,2.0,3.0,4.0,5.0,sentiment_pos,sentiment_neg,sentiment_neu,ratings,loyal,disloyal,neutral,highest_income,lowest_income,race_demo
1400,PowerLab,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.3,33.331,33.338,33.33,,,83.21
1401,Prigat,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,1.0,33.331,33.338,33.33,,,83.21
1402,Prima Taste,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1403,Prince Matchabelli,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1404,ProSpecs,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
1405,Product 19,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1406,Professor Onoto Watanna,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1407,Project M Group LLC,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1408,Pronutro,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
1409,Proraso,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1410,Protein Plus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1411,Publix Supermarkets,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.0,33.331,33.338,33.33,,,83.21
1412,Puch &amp; Scott Young. Imlach,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1413,Puffkins,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1414,Purdey's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.0,33.331,33.338,33.33,,,83.21
1415,Pure Encapsulations,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1416,Pure Line,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1417,Pyramid Breweries,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1418,QUISP,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1419,Qoo (Ku),4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1420,Qstar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1421,"Quaker Instant Oatmeal Peaches & Cream,",4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1422,Quaker Rice Cakes,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1423,Quechua,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1424,Queen Mary 2 Ocean Liner,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
1425,Quel Lascivissimo Cornetto,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1426,RC Art Toys,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.8,33.331,33.338,33.33,,,83.21
1427,REFRESHERS,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1428,ROHISHIO - ST1,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1429,Radisson,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1430,Radox,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1431,Rain-Blo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1432,Raisin Bran Crunch,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
1433,Raisin Nut Bran,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1434,Ralcorp,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1435,Ramini Brands Best Milk Bottles With Straws,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1436,Ranch Style,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1437,Rancilio,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1438,Rangs Boomerangs,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1439,Raspberry Chocolate Truffle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1440,Ready Brek,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1441,Rebel Yell,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1442,Reborn Doll Kits Collectibles,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.0,33.331,33.338,33.33,,,83.21
1443,Reconyx,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1444,Red Flash,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
1445,Red Hook,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1446,Red Star Nutritional Yeast,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1447,Redbreast,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1448,Reddi-Wip,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1449,Reiner/Pittsburg SO/Chicago SO,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1450,Rekorderlig,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1451,Renat Shuteev,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1452,Ricardo Ajello,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.2,33.331,33.338,33.33,,,83.21
1453,Rice Thins,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
1454,Rinso,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1455,Rivarossi,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
1456,Rizla,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
1457,Rock Bottom Restaurants,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1458,RockShox,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1459,Rogue Ales & Spirits,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
1460,Rold Gold,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1461,Roman Meal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
1462,Ron del Barrilito,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1463,Ronald K Kalkhoff,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1464,Rondine,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1465,Room Service,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
1466,Rosarita,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1467,Rowbike,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1468,Rowntree's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1469,Rowntrees Jelly Tots Sweets Bag,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1470,Rowntrees Tooty Frooties Sweets Bag,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1471,Royal Baking Powder Co.,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1472,Royal Dragon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1473,Royal Green,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1474,Runts,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1475,Russell Hobbs,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
1476,Russell Stover Candies,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1477,Russian River Brewing Company,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1478,Russian Standard Vodka,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
1479,Rutman Bowmore,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1480,Ry-Krisp,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1481,Ryokan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1482,S.T. Dupont,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1483,SANGARIA,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.9,33.331,33.338,33.33,,,83.21
1484,SARIWANGI,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1485,SIGMA-TAU PHARMACEUTICALS,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1486,SK Energy,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
1487,SK-II,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1488,SONATAS & FANDANGOS,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1489,SPINNING TOP BUBBLEGUM,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.0,33.331,33.338,33.33,,,83.21
1490,SPYPOINT,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
1491,SVEDKA,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1492,SVP Worldwide,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1493,Safeway SELECT,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,1.2,33.331,33.338,33.33,,,83.21
1494,Sailrite,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1495,Sainsbury's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1496,Sakana,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1497,Sakura Satin Bias Tape,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1498,Salewa,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1499,Salted Nut Roll,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.5,33.331,33.338,33.33,,,83.21
1500,Sam's Choice,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1501,Sam's Club,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1502,Sandor Deki Lakatos,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1503,Sant Baba Sewa Singh Ji (Gurdwara Rampur Khera),4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1504,Sapporo Ichiban,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1505,Saranac,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1506,Sargento,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1507,Sasol,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1508,Saturn Corporation,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1509,Scandic,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1510,Schoenhut Toy Piano,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
1511,Scholastic Book Clubs,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1512,Schwan's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
1513,Schwan-Stabilo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1514,Scotch Egg,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1515,Scott Sports,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1516,Scottish Blend,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1517,ScoutGuard,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.5,33.331,33.338,33.33,,,83.21
1518,Seagram's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1519,Security DNA-UV Marker,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1520,Seleco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.0,33.331,33.338,33.33,,,83.21
1521,Selle Royal,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1522,Sergio Tacchini,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
1523,Sesame Oil,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1524,Seven Cycles,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1525,Seychelles,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1526,Shake 'n Bake,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1527,Shave Ice Syrups,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1528,Shelf Life,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1529,Shipping Container Safety International,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1530,Shocking Rides 48 Volt Regenerative Electric Bicycle Kit,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1531,SiPix,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.2,33.331,33.338,33.33,,,83.21
1532,Siata,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1533,Siboney Lo,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
1534,Sichuan,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.0,33.331,33.338,33.33,,,83.21
1535,Sidral Mundet,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1536,Sierra Nevada Brewing Company,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.8,33.331,33.338,33.33,,,83.21
1537,Signature Select,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.5,33.331,33.338,33.33,,,83.21
1538,Silly Putty,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
1539,Simpel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1540,Simply Lemonade,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1541,Simply Orange,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1542,Sinalco,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1543,Sinopec,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1544,Sioux Chief Manufacturing,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1545,Sir Kensington's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1546,Siragon,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1547,Sixlets,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1548,Siyah Qalam,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1549,Skips,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
1550,Skyworth,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
1551,Slip 'N Slide,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.8,33.331,33.338,33.33,,,83.21
1552,Slush Puppie,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.8,33.331,33.338,33.33,,,83.21
1553,Small Town Brewery,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1554,Smeg,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.6,33.331,33.338,33.33,,,83.21
1555,Smith & Jones,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1556,Smorz,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1557,Snow Flakes,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1558,Snyder's of Berlin,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,2.8,33.331,33.338,33.33,,,83.21
1559,Snyder's of Hanover,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
1560,Soap Bottle,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1561,Soligor,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.0,33.331,33.338,33.33,,,83.21
1562,Soma Fabrications,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1563,Sonore,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1564,Sony Carrying Case for Sony Alpha DSLR Digital Cameras,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1565,Sour Power,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1566,South Beach Living,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1567,Southern Sun Surf Co.,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1568,Space Raiders,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.9,33.331,33.338,33.33,,,83.21
1569,Speed Unlimited,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1570,SpeedPlay,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1571,Sports Tissues,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,1.0,33.331,33.338,33.33,,,83.21
1572,Sprite Zero,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
1573,Spumoni,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1574,Squeezit,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1575,Standa,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
1576,Stanley Milton's Mean Streak,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1577,Stappj,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1578,Starbucks Coffee Drinks,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.3,33.331,33.338,33.33,,,83.21
1579,Starbury,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1580,Steaming Satellites,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1581,Stephen Duros,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1582,Sterilgarda,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1583,Sterzing's Potato Chips,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
1584,Stimorol,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1585,Straus Family Creamery,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1586,Stretch Wrap Partners,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
1587,Strida,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1588,Sturmey Archer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1589,Style Line,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1590,Suan Dusit,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1591,Sugus,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.2,33.331,33.338,33.33,,,83.21
1592,Sukita Reay Crimmel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1593,Sun Chips,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.3,33.331,33.338,33.33,,,83.21
1594,Sunglo Collar,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1595,SunnyD,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.7,33.331,33.338,33.33,,,83.21
1596,Sunsilk,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.6,33.331,33.338,33.33,,,83.21
1597,Super Bubble,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.4,33.331,33.338,33.33,,,83.21
1598,Super Pineapples,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1599,Supercoat,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.0,33.331,33.338,33.33,,,83.21
1600,Superga,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.1,33.331,33.338,33.33,,,83.21
1601,Superscope,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.0,33.331,33.338,33.33,,,83.21
1602,Supligen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1603,Suprema,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,3.1,33.331,33.338,33.33,,,83.21
1604,Surf Excel,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1605,Sustagen,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1606,Suzi Villiger,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1607,Svelty,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,5.0,33.331,33.338,33.33,,,83.21
1608,Swiffer,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.4,33.331,33.338,33.33,,,83.21
1609,Syncros,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.5,33.331,33.338,33.33,,,83.21
1610,T.G.I. Friday's,4.333,2.323,5.228,11.035,77.143,33.329,33.337,33.334,4.7,33.331,33.338,33.33,,,83.21
