,brand,age,sentiment_pos,sentiment_neg,sentiment_neu
6348,Eat Smart Snacks,35 to 44 years,33.0395,33.557,33.4035
6347,Eat Smart Snacks,25 to 34 years,33.6491,33.2281,33.1228
6346,Eat Smart Snacks,20 to 24 years,33.2588,33.0658,33.6754
6345,Eat Smart Snacks,15 to 19 years,33.1009,33.2325,33.6667
6344,Eat Smart Snacks,10 to 14 years,33.0965,33.3289,33.5746
6354,Eat Smart Snacks,75 to 84 years,33.4035,33.2851,33.3114
6349,Eat Smart Snacks,45 to 54 years,33.1096,33.7851,33.1053
6356,Eat Smart Snacks,Under 5 years,33.2018,33.7412,33.057
1677,Eggo,10 to 14 years,33.1228,34.0175,32.8596
1679,Eggo,20 to 24 years,32.8158,33.6096,33.5746
1689,Eggo,Under 5 years,33.193,33.2105,33.5965
1680,Eggo,25 to 34 years,33.886,33.0132,33.1009
1681,Eggo,35 to 44 years,33.6886,33.5702,32.7412
1682,Eggo,45 to 54 years,33.4825,33.4518,33.0658
1683,Eggo,5 to 9 years,33.4211,33.4079,33.1711
1684,Eggo,55 to 59 years,33.4561,33.2851,33.2588
1685,Eggo,60 to 64 years,33.1842,33.0,33.8158
1686,Eggo,65 to 74 years,33.7588,33.4956,32.7456
1687,Eggo,75 to 84 years,33.2368,33.25,33.5132
1678,Eggo,15 to 19 years,33.0614,33.7544,33.1842
1688,Eggo,85 years and over,33.7851,33.0175,33.1974
2120,El Monterey,15 to 19 years,33.5746,33.0702,33.3553
2123,El Monterey,35 to 44 years,33.1096,33.9167,32.9737
2122,El Monterey,25 to 34 years,33.9649,33.2018,32.8333
2124,El Monterey,45 to 54 years,33.6447,33.6447,32.7105
2125,El Monterey,5 to 9 years,33.3772,33.3158,33.307
2126,El Monterey,55 to 59 years,33.4868,32.886,33.6272
2127,El Monterey,60 to 64 years,32.9518,33.3904,33.6579
2128,El Monterey,65 to 74 years,33.3202,33.3904,33.2895
2129,El Monterey,75 to 84 years,33.3421,33.7281,32.9298
2130,El Monterey,85 years and over,32.9386,33.8947,33.1667
2131,El Monterey,Under 5 years,33.6228,33.2588,33.1184
2121,El Monterey,20 to 24 years,33.5614,32.9649,33.4737
2119,El Monterey,10 to 14 years,33.0175,33.5088,33.4737
4654,Elmers,10 to 14 years,33.6184,33.6579,32.7237
4658,Elmers,35 to 44 years,33.1535,33.4561,33.3904
4665,Elmers,85 years and over,33.2895,33.0088,33.7018
4664,Elmers,75 to 84 years,32.7105,33.5877,33.7018
4666,Elmers,Under 5 years,33.3904,33.0395,33.5702
4663,Elmers,65 to 74 years,33.3246,33.693,32.9825
4662,Elmers,60 to 64 years,33.5395,33.3289,33.1316
4655,Elmers,15 to 19 years,33.4474,33.386,33.1667
4656,Elmers,20 to 24 years,33.307,33.5702,33.1228
4657,Elmers,25 to 34 years,33.3333,32.7368,33.9298
4661,Elmers,55 to 59 years,33.7763,33.2632,32.9605
4659,Elmers,45 to 54 years,33.2325,33.4956,33.2719
4660,Elmers,5 to 9 years,33.4211,33.6404,32.9386
4797,Emerald Nuts,10 to 14 years,33.364,33.5965,33.0395
4798,Emerald Nuts,15 to 19 years,32.8904,32.9649,34.1447
4806,Emerald Nuts,65 to 74 years,33.1053,34.3596,32.5351
4800,Emerald Nuts,25 to 34 years,33.2325,33.2061,33.5614
4801,Emerald Nuts,35 to 44 years,33.5,33.3289,33.1711
4802,Emerald Nuts,45 to 54 years,34.1447,32.7982,33.057
4809,Emerald Nuts,Under 5 years,33.5351,33.3684,33.0965
4808,Emerald Nuts,85 years and over,33.0746,33.193,33.7325
4807,Emerald Nuts,75 to 84 years,32.9518,33.9035,33.1447
4805,Emerald Nuts,60 to 64 years,34.0088,32.7895,33.2018
4803,Emerald Nuts,5 to 9 years,33.364,33.7149,32.9211
4804,Emerald Nuts,55 to 59 years,33.8026,33.7807,32.4167
4799,Emerald Nuts,20 to 24 years,33.2412,33.2237,33.5351
5496,Emerils,75 to 84 years,33.7149,32.7018,33.5833
5486,Emerils,10 to 14 years,33.4035,33.3289,33.2675
5487,Emerils,15 to 19 years,33.2632,33.5395,33.1974
5488,Emerils,20 to 24 years,33.2018,33.5877,33.2105
5489,Emerils,25 to 34 years,33.5482,33.6886,32.7632
5497,Emerils,85 years and over,33.4386,32.9211,33.6404
5498,Emerils,Under 5 years,32.4035,33.3289,34.2675
5490,Emerils,35 to 44 years,33.8553,33.1272,33.0175
5495,Emerils,65 to 74 years,33.7456,32.9211,33.3333
5494,Emerils,60 to 64 years,33.4693,33.8289,32.7018
5493,Emerils,55 to 59 years,33.386,33.4605,33.1535
5492,Emerils,5 to 9 years,33.8158,32.7325,33.4518
5491,Emerils,45 to 54 years,33.0877,33.193,33.7193
4341,Epson,Under 5 years,33.2456,33.5263,33.2281
4340,Epson,85 years and over,33.7193,33.9561,32.3246
4339,Epson,75 to 84 years,32.9079,33.2982,33.7939
4330,Epson,15 to 19 years,33.8377,32.7719,33.3904
4337,Epson,60 to 64 years,32.8158,33.1711,34.0132
4336,Epson,55 to 59 years,32.9649,33.6009,33.4342
4335,Epson,5 to 9 years,33.5395,33.1228,33.3377
4334,Epson,45 to 54 years,33.8684,33.3421,32.7895
4333,Epson,35 to 44 years,33.2763,33.1316,33.5921
4332,Epson,25 to 34 years,33.9518,33.0307,33.0175
4331,Epson,20 to 24 years,33.1579,33.4912,33.3509
4329,Epson,10 to 14 years,33.1316,33.3465,33.5219
4338,Epson,65 to 74 years,33.0175,33.0877,33.8947
2962,Equal,85 years and over,32.9035,33.6053,33.4912
2963,Equal,Under 5 years,33.3509,33.3158,33.3333
2961,Equal,75 to 84 years,33.7149,33.136,33.1491
2951,Equal,10 to 14 years,32.9518,33.2851,33.7632
2952,Equal,15 to 19 years,33.4167,33.1491,33.4342
2954,Equal,25 to 34 years,32.9211,33.4825,33.5965
2955,Equal,35 to 44 years,33.5088,33.2149,33.2763
2953,Equal,20 to 24 years,33.3333,33.7895,32.8772
2957,Equal,5 to 9 years,33.4825,33.3509,33.1667
2958,Equal,55 to 59 years,33.4342,33.6228,32.943
2959,Equal,60 to 64 years,33.75,33.5614,32.6886
2960,Equal,65 to 74 years,33.5789,32.8202,33.6009
2956,Equal,45 to 54 years,33.4781,33.5044,33.0175
4374,Expo (Markers),5 to 9 years,33.1886,33.4079,33.4035
4370,Expo (Markers),20 to 24 years,33.6491,33.3026,33.0482
4371,Expo (Markers),25 to 34 years,33.0789,33.8684,33.0526
4372,Expo (Markers),35 to 44 years,32.9956,33.2982,33.7061
4373,Expo (Markers),45 to 54 years,33.1535,32.9211,33.9254
4375,Expo (Markers),55 to 59 years,33.6053,32.9298,33.4649
4379,Expo (Markers),85 years and over,33.1886,32.864,33.9474
4377,Expo (Markers),65 to 74 years,33.4649,33.2412,33.2939
4378,Expo (Markers),75 to 84 years,33.5088,33.9298,32.5614
4368,Expo (Markers),10 to 14 years,33.3465,33.4298,33.2237
4380,Expo (Markers),Under 5 years,33.3026,32.9518,33.7456
4369,Expo (Markers),15 to 19 years,33.1535,33.0263,33.8202
4376,Expo (Markers),60 to 64 years,33.3728,33.557,33.0702
6186,Fage,85 years and over,33.4781,33.3509,33.1711
6181,Fage,5 to 9 years,33.1623,33.6711,33.1667
6184,Fage,65 to 74 years,33.6623,33.2325,33.1053
6183,Fage,60 to 64 years,33.5088,33.0439,33.4474
6182,Fage,55 to 59 years,32.7719,33.3158,33.9123
6185,Fage,75 to 84 years,32.8509,33.3114,33.8377
6187,Fage,Under 5 years,33.3772,33.5351,33.0877
6179,Fage,35 to 44 years,33.3202,33.0,33.6798
6175,Fage,10 to 14 years,33.1974,33.5044,33.2982
6176,Fage,15 to 19 years,33.2719,33.2588,33.4693
6180,Fage,45 to 54 years,33.2149,33.4649,33.3202
6178,Fage,25 to 34 years,33.0833,33.5482,33.3684
6177,Fage,20 to 24 years,34.0088,33.2982,32.693
3521,Famous Amos,85 years and over,33.1009,33.693,33.2061
3520,Famous Amos,75 to 84 years,33.5175,33.0877,33.3947
3519,Famous Amos,65 to 74 years,33.6272,33.0044,33.3684
3517,Famous Amos,55 to 59 years,33.7632,32.7763,33.4605
3522,Famous Amos,Under 5 years,32.8509,33.6579,33.4912
3515,Famous Amos,45 to 54 years,33.114,34.0307,32.8553
3514,Famous Amos,35 to 44 years,33.1096,33.5833,33.307
3513,Famous Amos,25 to 34 years,33.3421,33.4386,33.2193
3512,Famous Amos,20 to 24 years,32.8684,33.5132,33.6184
3511,Famous Amos,15 to 19 years,33.1404,33.2544,33.6053
3510,Famous Amos,10 to 14 years,33.5526,33.636,32.8114
3516,Famous Amos,5 to 9 years,33.6096,33.3246,33.0658
3518,Famous Amos,60 to 64 years,33.614,32.886,33.5
582,Fanta,75 to 84 years,32.4167,33.5789,34.0044
578,Fanta,5 to 9 years,33.9342,32.7412,33.3246
579,Fanta,55 to 59 years,33.5658,33.5965,32.8377
580,Fanta,60 to 64 years,33.5877,33.057,33.3553
581,Fanta,65 to 74 years,32.9167,33.5921,33.4912
576,Fanta,35 to 44 years,33.4123,33.4956,33.0921
584,Fanta,Under 5 years,33.4342,33.1272,33.4386
575,Fanta,25 to 34 years,33.5175,33.5219,32.9605
574,Fanta,20 to 24 years,33.114,33.4649,33.4211
573,Fanta,15 to 19 years,32.6009,33.9474,33.4518
572,Fanta,10 to 14 years,33.7368,33.6009,32.6623
583,Fanta,85 years and over,33.2851,33.2544,33.4605
577,Fanta,45 to 54 years,32.7105,33.4781,33.8114
672,Ferrero Rocher,65 to 74 years,33.0175,33.307,33.6754
664,Ferrero Rocher,15 to 19 years,33.1579,33.0833,33.7588
663,Ferrero Rocher,10 to 14 years,33.807,33.1711,33.0219
673,Ferrero Rocher,75 to 84 years,33.2939,33.2325,33.4737
675,Ferrero Rocher,Under 5 years,33.3202,33.0746,33.6053
671,Ferrero Rocher,60 to 64 years,33.3421,32.9605,33.6974
670,Ferrero Rocher,55 to 59 years,33.4693,33.4781,33.0526
674,Ferrero Rocher,85 years and over,33.3333,33.5658,33.1009
668,Ferrero Rocher,45 to 54 years,32.8596,33.2149,33.9254
665,Ferrero Rocher,20 to 24 years,33.4605,33.1316,33.4079
666,Ferrero Rocher,25 to 34 years,32.7939,33.75,33.4561
669,Ferrero Rocher,5 to 9 years,33.6447,32.9693,33.386
667,Ferrero Rocher,35 to 44 years,33.0658,32.8246,34.1096
5097,Fiber One,15 to 19 years,32.8333,33.5175,33.6491
5098,Fiber One,20 to 24 years,32.6491,34.0439,33.307
5099,Fiber One,25 to 34 years,32.7544,33.7675,33.4781
5101,Fiber One,45 to 54 years,33.3509,33.4649,33.1842
5096,Fiber One,10 to 14 years,34.0702,32.9912,32.9386
5103,Fiber One,55 to 59 years,33.6228,33.2807,33.0965
5108,Fiber One,Under 5 years,33.3728,33.4868,33.1404
5102,Fiber One,5 to 9 years,33.636,32.9123,33.4518
5107,Fiber One,85 years and over,32.9693,33.4912,33.5395
5100,Fiber One,35 to 44 years,33.2632,33.0263,33.7105
5105,Fiber One,65 to 74 years,32.886,33.8114,33.3026
5104,Fiber One,60 to 64 years,33.8114,33.3026,32.886
5106,Fiber One,75 to 84 years,33.0439,33.5746,33.3816
3871,Fiji Water,75 to 84 years,33.3596,33.3158,33.3246
3870,Fiji Water,65 to 74 years,32.9474,33.4123,33.6404
3869,Fiji Water,60 to 64 years,33.3377,33.1974,33.4649
3868,Fiji Water,55 to 59 years,33.5658,33.5439,32.8904
3866,Fiji Water,45 to 54 years,33.1184,33.1447,33.7368
3865,Fiji Water,35 to 44 years,33.2193,33.7763,33.0044
3864,Fiji Water,25 to 34 years,33.1842,32.886,33.9298
3863,Fiji Water,20 to 24 years,32.7939,33.2939,33.9123
3862,Fiji Water,15 to 19 years,33.2632,33.4956,33.2412
3861,Fiji Water,10 to 14 years,33.6798,33.7632,32.557
3867,Fiji Water,5 to 9 years,32.9079,33.557,33.5351
3873,Fiji Water,Under 5 years,33.0088,33.3026,33.6886
3872,Fiji Water,85 years and over,33.2851,33.2237,33.4912
2979,Finish,20 to 24 years,33.5132,33.0482,33.4386
2989,Finish,Under 5 years,32.8114,33.6842,33.5044
2988,Finish,85 years and over,33.1228,33.5526,33.3246
2987,Finish,75 to 84 years,33.2544,33.3684,33.3772
2986,Finish,65 to 74 years,32.9123,33.193,33.8947
2985,Finish,60 to 64 years,33.2675,33.5877,33.1447
2984,Finish,55 to 59 years,33.0746,33.6623,33.2632
2983,Finish,5 to 9 years,33.3246,32.557,34.1184
2982,Finish,45 to 54 years,33.5351,33.5395,32.9254
2980,Finish,25 to 34 years,33.5044,33.0702,33.4254
2981,Finish,35 to 44 years,32.9737,33.3684,33.6579
2978,Finish,15 to 19 years,33.1535,32.9737,33.8728
2977,Finish,10 to 14 years,33.0044,33.5877,33.4079
5369,Fisher-Price,10 to 14 years,33.1096,33.7851,33.1053
5378,Fisher-Price,65 to 74 years,33.1535,33.0921,33.7544
5380,Fisher-Price,85 years and over,33.2939,32.9211,33.7851
5377,Fisher-Price,60 to 64 years,33.3158,33.4561,33.2281
5376,Fisher-Price,55 to 59 years,32.9211,33.4868,33.5921
5375,Fisher-Price,5 to 9 years,33.3904,33.7149,32.8947
5374,Fisher-Price,45 to 54 years,33.4342,33.614,32.9518
5373,Fisher-Price,35 to 44 years,33.1447,34.057,32.7982
5372,Fisher-Price,25 to 34 years,33.5175,33.5175,32.9649
5371,Fisher-Price,20 to 24 years,33.7632,33.2193,33.0175
5379,Fisher-Price,75 to 84 years,33.6272,33.2281,33.1447
5370,Fisher-Price,15 to 19 years,33.4868,33.0482,33.4649
5381,Fisher-Price,Under 5 years,33.0044,34.0307,32.9649
4082,Fiskars,10 to 14 years,33.5482,33.0702,33.3816
4084,Fiskars,20 to 24 years,32.9167,33.25,33.8333
4083,Fiskars,15 to 19 years,33.614,32.9693,33.4167
4085,Fiskars,25 to 34 years,33.2763,33.4474,33.2763
4086,Fiskars,35 to 44 years,33.2281,33.6754,33.0965
4088,Fiskars,5 to 9 years,33.0044,33.6053,33.3904
4087,Fiskars,45 to 54 years,32.9167,33.557,33.5263
4090,Fiskars,60 to 64 years,33.2368,33.3684,33.3947
4091,Fiskars,65 to 74 years,33.7193,32.6798,33.6009
4092,Fiskars,75 to 84 years,33.1404,33.4912,33.3684
4093,Fiskars,85 years and over,33.3553,32.6754,33.9693
4094,Fiskars,Under 5 years,33.0833,32.9605,33.9561
4089,Fiskars,55 to 59 years,33.2763,33.2807,33.443
2493,Flonase,75 to 84 years,33.3289,33.2368,33.4342
2495,Flonase,Under 5 years,33.3289,33.5351,33.136
2494,Flonase,85 years and over,32.943,33.9079,33.1491
2492,Flonase,65 to 74 years,33.5395,33.1316,33.3289
2488,Flonase,45 to 54 years,33.2939,33.0132,33.693
2490,Flonase,55 to 59 years,32.7588,33.7018,33.5395
2489,Flonase,5 to 9 years,33.0044,33.2982,33.6974
2487,Flonase,35 to 44 years,33.5219,33.0746,33.4035
2486,Flonase,25 to 34 years,33.5088,33.6535,32.8377
2491,Flonase,60 to 64 years,33.0307,33.7939,33.1754
2485,Flonase,20 to 24 years,32.7018,33.6009,33.6974
2483,Flonase,10 to 14 years,33.2719,33.5614,33.1667
2484,Flonase,15 to 19 years,33.5439,32.9956,33.4605
1639,Folgers,15 to 19 years,32.9298,33.0965,33.9737
1641,Folgers,25 to 34 years,33.6228,33.4649,32.9123
1643,Folgers,45 to 54 years,33.443,33.2456,33.3114
1644,Folgers,5 to 9 years,33.6623,33.5439,32.7939
1646,Folgers,60 to 64 years,33.1886,33.2281,33.5833
1647,Folgers,65 to 74 years,32.807,33.4386,33.7544
1648,Folgers,75 to 84 years,33.136,33.6535,33.2105
1649,Folgers,85 years and over,33.2544,33.5526,33.193
1650,Folgers,Under 5 years,33.6404,32.9825,33.3772
1640,Folgers,20 to 24 years,33.6754,32.9956,33.3289
1642,Folgers,35 to 44 years,33.7368,33.1053,33.1579
1645,Folgers,55 to 59 years,32.7763,33.7412,33.4825
1638,Folgers,10 to 14 years,33.5088,33.0175,33.4737
4905,Food Should Taste Good,35 to 44 years,33.0044,33.4167,33.5789
4904,Food Should Taste Good,25 to 34 years,33.0044,33.7675,33.2281
4903,Food Should Taste Good,20 to 24 years,33.9079,33.3596,32.7325
4902,Food Should Taste Good,15 to 19 years,33.557,33.307,33.136
4901,Food Should Taste Good,10 to 14 years,33.4781,32.864,33.6579
4906,Food Should Taste Good,45 to 54 years,33.6754,33.4561,32.8684
4907,Food Should Taste Good,5 to 9 years,32.9868,33.3728,33.6404
4908,Food Should Taste Good,55 to 59 years,33.7368,33.3377,32.9254
4909,Food Should Taste Good,60 to 64 years,33.0175,33.4737,33.5088
4910,Food Should Taste Good,65 to 74 years,33.6009,32.7939,33.6053
4911,Food Should Taste Good,75 to 84 years,33.136,33.114,33.75
4912,Food Should Taste Good,85 years and over,33.2149,33.3421,33.443
4913,Food Should Taste Good,Under 5 years,33.5132,33.1711,33.3158
6162,Foster Farms,10 to 14 years,33.1754,33.0789,33.7456
6163,Foster Farms,15 to 19 years,33.5044,32.8026,33.693
6164,Foster Farms,20 to 24 years,33.3377,33.4956,33.1667
6165,Foster Farms,25 to 34 years,33.9956,32.8465,33.1579
6166,Foster Farms,35 to 44 years,33.3509,33.1711,33.4781
6167,Foster Farms,45 to 54 years,33.1491,33.114,33.7368
6168,Foster Farms,5 to 9 years,33.3553,33.3904,33.2544
6169,Foster Farms,55 to 59 years,33.1316,33.4123,33.4561
6170,Foster Farms,60 to 64 years,33.2895,33.057,33.6535
6171,Foster Farms,65 to 74 years,33.4956,33.3904,33.114
6172,Foster Farms,75 to 84 years,33.3333,33.7851,32.8816
6173,Foster Farms,85 years and over,32.6754,33.5088,33.8158
6174,Foster Farms,Under 5 years,33.3509,33.0263,33.6228
2244,Frenchs,60 to 64 years,33.1974,33.4868,33.3158
2245,Frenchs,65 to 74 years,33.2675,33.5526,33.1798
2246,Frenchs,75 to 84 years,33.1667,33.7939,33.0395
2247,Frenchs,85 years and over,32.8289,33.7456,33.4254
2241,Frenchs,45 to 54 years,32.7412,33.4605,33.7982
2242,Frenchs,5 to 9 years,33.0175,33.0482,33.9342
2248,Frenchs,Under 5 years,33.2105,33.6009,33.1886
2240,Frenchs,35 to 44 years,33.864,32.7325,33.4035
2239,Frenchs,25 to 34 years,33.6053,33.136,33.2588
2238,Frenchs,20 to 24 years,32.8904,33.1623,33.9474
2237,Frenchs,15 to 19 years,33.3421,33.4211,33.2368
2243,Frenchs,55 to 59 years,33.5439,33.2325,33.2237
2236,Frenchs,10 to 14 years,33.0877,33.5351,33.3772
1743,Frito-Lay,15 to 19 years,33.2675,33.4868,33.2456
1744,Frito-Lay,20 to 24 years,33.7544,33.8596,32.386
1745,Frito-Lay,25 to 34 years,33.7895,33.3947,32.8158
1746,Frito-Lay,35 to 44 years,33.3509,33.1842,33.4649
1742,Frito-Lay,10 to 14 years,33.9123,32.8158,33.2719
1747,Frito-Lay,45 to 54 years,33.0263,33.4825,33.4912
1750,Frito-Lay,60 to 64 years,33.6447,33.3947,32.9605
1749,Frito-Lay,55 to 59 years,33.0877,33.4956,33.4167
1751,Frito-Lay,65 to 74 years,33.1009,33.3772,33.5219
1752,Frito-Lay,75 to 84 years,33.8904,32.7368,33.3728
1753,Frito-Lay,85 years and over,33.7719,33.2632,32.9649
1754,Frito-Lay,Under 5 years,33.5614,33.2281,33.2105
1748,Frito-Lay,5 to 9 years,33.5746,33.1535,33.2719
2699,Gain (Laundry),60 to 64 years,33.2675,33.6711,33.0614
2698,Gain (Laundry),55 to 59 years,33.3596,33.2719,33.3684
2700,Gain (Laundry),65 to 74 years,33.2719,33.307,33.4211
2703,Gain (Laundry),Under 5 years,32.9518,33.5921,33.4561
2697,Gain (Laundry),5 to 9 years,33.4561,33.2982,33.2456
2701,Gain (Laundry),75 to 84 years,33.6754,33.3421,32.9825
2695,Gain (Laundry),35 to 44 years,33.1623,33.2412,33.5965
2702,Gain (Laundry),85 years and over,33.1184,33.4298,33.4518
2694,Gain (Laundry),25 to 34 years,32.9781,33.9035,33.1184
2693,Gain (Laundry),20 to 24 years,33.1842,32.9781,33.8377
2692,Gain (Laundry),15 to 19 years,32.8377,32.7719,34.3904
2691,Gain (Laundry),10 to 14 years,33.0965,33.7588,33.1447
2696,Gain (Laundry),45 to 54 years,33.0219,33.5921,33.386
3122,Gamesa Cookies,20 to 24 years,33.7939,33.3816,32.8246
3123,Gamesa Cookies,25 to 34 years,33.2939,33.636,33.0702
3124,Gamesa Cookies,35 to 44 years,32.9737,33.3816,33.6447
3125,Gamesa Cookies,45 to 54 years,33.0395,33.2895,33.6711
3126,Gamesa Cookies,5 to 9 years,33.0219,33.3026,33.6754
3130,Gamesa Cookies,75 to 84 years,32.8947,33.8246,33.2807
3128,Gamesa Cookies,60 to 64 years,33.2237,33.5044,33.2719
3129,Gamesa Cookies,65 to 74 years,33.1053,33.5921,33.3026
3120,Gamesa Cookies,10 to 14 years,33.2061,33.1798,33.614
3131,Gamesa Cookies,85 years and over,33.6798,33.4123,32.9079
3132,Gamesa Cookies,Under 5 years,33.3947,32.9737,33.6316
3127,Gamesa Cookies,55 to 59 years,33.3596,33.5658,33.0746
3121,Gamesa Cookies,15 to 19 years,33.3816,33.2018,33.4167
4876,Gardettos,15 to 19 years,32.6404,33.7588,33.6009
4886,Gardettos,85 years and over,33.5658,32.8246,33.6096
4885,Gardettos,75 to 84 years,33.0746,33.2763,33.6491
4884,Gardettos,65 to 74 years,33.4298,32.9605,33.6096
4883,Gardettos,60 to 64 years,32.6579,33.3947,33.9474
4882,Gardettos,55 to 59 years,33.1053,33.5088,33.386
4881,Gardettos,5 to 9 years,32.9868,33.1579,33.8553
4880,Gardettos,45 to 54 years,32.7895,33.7281,33.4825
4879,Gardettos,35 to 44 years,33.0351,33.5175,33.4474
4878,Gardettos,25 to 34 years,33.7763,32.8991,33.3246
4877,Gardettos,20 to 24 years,33.1842,33.0044,33.8114
4875,Gardettos,10 to 14 years,33.8816,32.9167,33.2018
4887,Gardettos,Under 5 years,33.6096,32.886,33.5044
1193,Garnier,75 to 84 years,33.4561,33.5175,33.0263
1192,Garnier,65 to 74 years,33.0439,33.8114,33.1447
1191,Garnier,60 to 64 years,33.2105,33.6228,33.1667
1190,Garnier,55 to 59 years,33.1754,32.9561,33.8684
1184,Garnier,15 to 19 years,33.1535,33.0921,33.7544
1188,Garnier,45 to 54 years,32.7939,33.7675,33.4386
1187,Garnier,35 to 44 years,33.3158,33.2544,33.4298
1186,Garnier,25 to 34 years,32.943,33.6754,33.3816
1185,Garnier,20 to 24 years,33.9254,33.2281,32.8465
1189,Garnier,5 to 9 years,33.4649,33.7544,32.7807
1183,Garnier,10 to 14 years,33.2456,33.7018,33.0526
1194,Garnier,85 years and over,33.886,32.9386,33.1754
1195,Garnier,Under 5 years,33.8246,32.7105,33.4649
1618,Gatorade,5 to 9 years,33.1623,33.6579,33.1798
1614,Gatorade,20 to 24 years,33.1096,33.5789,33.3114
1615,Gatorade,25 to 34 years,33.0702,33.1535,33.7763
1616,Gatorade,35 to 44 years,33.1228,33.443,33.4342
1617,Gatorade,45 to 54 years,33.6272,33.5439,32.8289
1613,Gatorade,15 to 19 years,33.8553,32.8114,33.3333
1612,Gatorade,10 to 14 years,33.5088,32.8553,33.636
1620,Gatorade,60 to 64 years,33.3772,33.1096,33.5132
1621,Gatorade,65 to 74 years,33.4605,33.1535,33.386
1622,Gatorade,75 to 84 years,33.864,32.7851,33.3509
1623,Gatorade,85 years and over,33.3158,32.9868,33.6974
1624,Gatorade,Under 5 years,33.7982,33.3728,32.8289
1619,Gatorade,55 to 59 years,33.2368,33.6053,33.1579
2998,Gaviscon,60 to 64 years,33.364,33.2281,33.4079
2999,Gaviscon,65 to 74 years,33.2193,33.7939,32.9868
2991,Gaviscon,15 to 19 years,33.4123,33.5702,33.0175
2990,Gaviscon,10 to 14 years,33.1096,33.5,33.3904
2997,Gaviscon,55 to 59 years,33.1491,33.7456,33.1053
3000,Gaviscon,75 to 84 years,33.1272,33.3202,33.5526
2996,Gaviscon,5 to 9 years,33.4211,33.3596,33.2193
2994,Gaviscon,35 to 44 years,33.3421,33.6272,33.0307
3002,Gaviscon,Under 5 years,33.0702,33.4693,33.4605
2995,Gaviscon,45 to 54 years,33.4518,33.6798,32.8684
3001,Gaviscon,85 years and over,33.4167,33.6184,32.9649
2993,Gaviscon,25 to 34 years,33.1711,33.5746,33.2544
2992,Gaviscon,20 to 24 years,33.1667,33.614,33.2193
1456,Gerber,10 to 14 years,33.3772,33.3333,33.2895
1467,Gerber,85 years and over,33.25,33.3904,33.3596
1457,Gerber,15 to 19 years,33.0614,33.4474,33.4912
1458,Gerber,20 to 24 years,33.7982,33.0482,33.1535
1459,Gerber,25 to 34 years,33.4605,33.2675,33.2719
1468,Gerber,Under 5 years,33.0746,33.5965,33.3289
1461,Gerber,45 to 54 years,33.2588,32.9561,33.7851
1462,Gerber,5 to 9 years,32.7237,33.4342,33.8421
1463,Gerber,55 to 59 years,33.5965,33.2061,33.1974
1464,Gerber,60 to 64 years,33.1754,33.1447,33.6798
1465,Gerber,65 to 74 years,33.2939,33.2895,33.4167
1466,Gerber,75 to 84 years,33.5965,32.7237,33.6798
1460,Gerber,35 to 44 years,32.8377,33.5395,33.6228
2832,Ghirardelli,85 years and over,33.193,33.4298,33.3772
2833,Ghirardelli,Under 5 years,33.3333,33.2105,33.4561
2829,Ghirardelli,60 to 64 years,33.4693,33.5789,32.9518
